"reviews"	Translation	Positive	Negative	EmotionRationale
"663" "Great asset This is a very good app. I'm sure everyone who is involved in pasture management has something. I have found this very user friendly."	"663" "Great asset This is a very good ap.<br> I'm sure everyone who is involved in pasture management has something.<br> I have found this very user friendly.	3	-1	 "663[0] Great[2] asset[0] This[0] is[0] a[0] very[0] good[1][1 LastWordBoosterStrength] app/ap[0] [[Sentence=-1,3=word max, 1-5]] I'm[0] sure[0] everyone[0] who[0] is[0] involved[0] in[0] pasture[0] management[0] has[0] something[0] [[Sentence=-1,1=word max, 1-5]] I[0] have[0] found[0] this[0] very[0] user[0] friendly[1] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"664" "So handy use it all the time ... if in doubt get the grazing calculator out .. well done Louise"	"664" "So handy use it all the time .<br> if in doubt get the grazing calculator out .<br> well done Louise"	1	-2	 "664[0] So[0] handy[0] use[0] it[0] all[0] the[0] time[0] [[Sentence=-1,1=word max, 1-5]] if[0] in[0] doubt[-1] get[0] the[0] grazing[0] calculator[0] out[0] [[Sentence=-2,1=word max, 1-5]] well[0] done[0] Louise[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
"665" "The best 20plus years dairying and this makes my day to day even more pleasant."	"665" "The best 20plus years dairying and this makes my day to day even more pleasant.	3	-1	 "665[0] The[0] best[1] 20plus[0] years[0] dairying[0] and[0] this[0] makes[0] my[0] day[0] to[0] day[0] even[0] more[0] pleasant[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"666" "Love this app!"	"66" "Love this ap!	3	-1	 "666/"66[0] Love[2] this[0] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"667" "Kauai Learner"	"667" "Kauai Learner"	1	-1	 "667[0] Kauai[0] Learner[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"668" "Pasture plus"	"668" "Pasture plus"	1	-1	 "668[0] Pasture[0] plus[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"669" "great app"	"669" "great ap"	3	-1	 "669[0] great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"670" "Very handy app"	"670" "Very handy ap"	1	-1	 "670[0] Very[0] handy[0] app/ap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"671" "Great! Thanks heaps for creating such a useful app. My farm has all sorts of growth rates, paddock areas and grass types so it helps speed up the decision making. 5 "	"671" "Great!<br> Thanks heaps for creating such a useful ap.<br> My farm has all sorts of growth rates, paddock areas and grass types so it helps speed up the decision making.<br> 5 "	3	-1	 "671[0] Great[2] [[Sentence=-1,3=word max, 1-5]] Thanks[1] heaps[0] for[0] creating[0] such[0] a[0] useful[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]] My[0] farm[0] has[0] all[0] sorts[0] of[0] growth[0] rates[0] paddock[0] areas[0] and[0] grass[0] types[0] so[0] it[0] helps[0] speed[0] up[0] the[0] decision[0] making[0] [[Sentence=-1,1=word max, 1-5]] 5[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"672" "Awesome..... Thanks very much..."	"672" "Awesome.<br> Thanks very much.	3	-1	 "672[0] Awesome[2] [[Sentence=-1,3=word max, 1-5]] Thanks[1] very[0] much[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"673" "Great app Works well on Samsung galaxy S3."	"673" "Great ap Works well on Samsung galaxy S3.	3	-1	 "673[0] Great[2] app/ap[0] Works[0] well[0] on[0] Samsung[0] galaxy[0] S3[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"674" "Great app! Makes feed budgeting super fast and easy!"	"674" "Great ap!<br> Makes feed budgeting super fast and easy!	3	-1	 "674[0] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Makes[0] feed[0] budgeting[0] super[2] fast[0] and[0] easy[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"675" "Still installing"	"675" "Still installing"	1	-1	 "675[0] Still[0] installing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"676" "Hi, I'm using a OnePlus 5T and can't log in. Kindly work on it."	"676" "Hi, I'm using a OnePlus 5T and can't log in.<br> Kindly work on it.	2	-1	 "676[0] Hi[0] I'm[0] using[0] a[0] OnePlus[0] 5T[0] and[0] can't[0] log[0] in[0] [[Sentence=-1,1=word max, 1-5]] Kindly[1] work[0] on[0] it[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"677" "I hpoe, it will make easy to use and important for land use."	"677" "I hpoe, it will make easy to use and important for land use.	1	-1	 "677[0] I[0] hpoe[0] it[0] will[0] make[0] easy[0] to[0] use[0] and[0] important[0] for[0] land[0] use[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"678" "Wonderful and useful App"	"678" "Wonderful and useful Ap"	3	-1	 "678[0] Wonderful[2] and[0] useful[1] App/Ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"679" "no beat"	"679" "no beat"	1	-1	 "679[0] no[0] beat[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"680" "Not good"	"680" "Not good"	1	-2	 "680[0] Not[0] good[1][NegatedDueToPreviousWord] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
"681" "nise"	"681" "nise"	1	-1	 "681[0] nise[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"682" "Very poor"	"682" "Very poor"	1	-3	 "682[0] Very[0] poor[-1][-1 LastWordBoosterStrength] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
"683" "Nice"	"683" "Nice"	2	-1	 "683[0] Nice[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"684" "great"	"684" "great"	3	-1	 "684[0] great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"685" "I can't login that it was in old version..."	"685" "I can't login that it was in old version.	1	-1	 "685[0] I[0] can't[0] login[0] that[0] it[0] was[0] in[0] old[0] version[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"686" "It's a great tool!"	"686" "It's a great tool!	3	-1	 "686[0] It's[0] a[0] great[2] tool[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"687" "Great app for crowdsourcing field data collection. Useful to soil scientists, agriculturalists,  ecologist, etc."	"687" "Great ap for crowdsourcing field data collection.<br> Useful to soil scientists, agriculturalists,  ecologist, etc.	3	-1	 "687[0] Great[2] app/ap[0] for[0] crowdsourcing[0] field[0] data[0] collection[0] [[Sentence=-1,3=word max, 1-5]] Useful[1] to[0] soil[0] scientists[0] agriculturalists[0] ecologist[0] etc[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"688" "Great tool!"	"688" "Great tool!	3	-1	 "688[0] Great[2] tool[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"689" "This  is an easy-to-use  and  excellent app which is continuously improving! May be due to poor internet connection here where I am, the server is sometimes down and not responding."	"689" "This  is an easy-to-use  and  excellent ap which is continuously improving!<br> May be due to poor internet connection here where I am, the server is sometimes down and not responding.	4	-2	 "689[0] This[0] is[0] an[0] easy[0] to[0] use[0] and[0] excellent[3] app/ap[0] which[0] is[0] continuously[0] improving[1] [[Sentence=-1,4=word max, 1-5]] May[0] be[0] due[0] to[0] poor[-1] internet[0] connection[0] here[0] where[0] I[0] am[0] the[0] server[0] is[0] sometimes[0] down[0] and[0] not[0] responding[0] [[Sentence=-2,1=word max, 1-5]][[[4,-2 max of sentences]]]
"690" "Good app This is very good app for scientist. I admire data mining and big data in back end services"	"690" "Good ap This is very good ap for scientist.<br> I admire data mining and big data in back end services"	3	-1	 "690[0] Good[1] app/ap[0] This[0] is[0] very[0] good[1][1 LastWordBoosterStrength] app/ap[0] for[0] scientist[0] [[Sentence=-1,3=word max, 1-5]] I[0] admire[2] data[0] mining[0] and[0] big[0] data[0] in[0] back[0] end[0] services[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"691" "Good app but from users side-, the core value is prediction data not only how the app looks like or new feature"	"691" "Good ap but from users side- the core value is prediction data not only how the ap looks like or new feature"	2	-1	 "691[0] Good[1] app/ap[0] but[0] from[0] users[0] side[0] the[0] core[0] value[1] is[0] prediction[0] data[0] not[0] only[0] how[0] the[0] app/ap[0] looks[0] like[1] or[0] new[0] feature[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"692" "The app is easy to use!"	"692" "The ap is easy to use!	1	-1	 "692[0] The[0] app/ap[0] is[0] easy[0] to[0] use[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"693" "It is a great app."	"693" "It is a great ap.	3	-1	 "693[0] It[0] is[0] a[0] great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"694" "Nice app for farmers"	"694" "Nice ap for farmers"	2	-1	 "694[0] Nice[1] app/ap[0] for[0] farmers[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"695" "It's amazing!!"	"695" "It's amazing!	4	-1	 "695[0] It's[0] amazing[2][+0.6 EmphasisInPunctuation] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
"696" "Great helper in my agribusiness records. Able to harmonize all activities into a single accounting. Great!"	"696" "Great helper in my agribusiness records.<br> Able to harmonize all activities into a single accounting.<br> Great!	3	-1	 "696[0] Great[2] helper[0] in[0] my[0] agribusiness[0] records[0] [[Sentence=-1,3=word max, 1-5]] Able[0] to[0] harmonize[1] all[0] activities[0] into[0] a[0] single[0] accounting[0] [[Sentence=-1,2=word max, 1-5]] Great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"697" "Very stable well designed. Developer very customer focused"	"697" "Very stable well designed.<br> Developer very customer focused"	1	-3	 "697[0] Very[0] stable[-1][-1 LastWordBoosterStrength] well[0] designed[0] [[Sentence=-3,1=word max, 1-5]] Developer[0] very[0] customer[0] focused[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
"698" "Helps alot, but the price is ridiculous. One gets a demo once downloaded and then you have to pay a monthley fee to get the full function of the app."	"698" "Helps alot, but the price is ridiculous.<br> One gets a demo once downloaded and then you have to pay a monthley fee to get the full function of the ap.	1	-3	 "698[0] Helps[0] alot[0] but[0] the[0] price[0] is[0] ridiculous[-2] [[Sentence=-3,1=word max, 1-5]] One[0] gets[0] a[0] demo[0] once[0] downloaded[0] and[0] then[0] you[0] have[0] to[0] pay[0] a[0] monthley[0] fee[0] to[0] get[0] the[0] full[0] function[0] of[0] the[0] app/ap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
"699" "What of a situation where one has more than one crop on the same field/Farm and wants to attach cost to each?"	"699" "What of a situation where one has more than one crop on the same field/Farm and wants to attach cost to each?	1	-1	 "699[0] What[0] of[0] a[0] situation[0] where[0] one[0] has[0] more[0] than[0] one[0] crop[0] on[0] the[0] same[0] field/Farm[0] and[0] wants[0] to[0] attach[0] cost[0] to[0] each[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"700" "Uts a useful app, however account maintenance needs to be improved by making a single page entry for all expenses"	"700" "Uts a useful ap, however account maintenance needs to be improved by making a single page entry for all expenses"	2	-1	 "700[0] Uts[0] a[0] useful[1] app/ap[0] however[0] account[0] maintenance[0] needs[0] to[0] be[0] improved[1] by[0] making[0] a[0] single[0] page[0] entry[0] for[0] all[0] expenses[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"701" "Great concept, great UI. Would give 5 stars but it lacks the ability to add photos. Could also use a planning feature."	"701" "Great concept, great UI.<br> Would give 5 stars but it lacks the ability to add photos.<br> Could also use a planning feature.	3	-1	 "701[0] Great[2] concept[0] great[2] UI[0] [[Sentence=-1,3=word max, 1-5]] Would[0] give[0] 5[0] stars[0] but[0] it[0] lacks[0] the[0] ability[0] to[0] add[0] photos[0] [[Sentence=-1,1=word max, 1-5]] Could[0] also[0] use[0] a[0] planning[0] feature[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"702" "Thanks for the great app, but I was wondering if you could open the date for tasks so we can schedule the tasks for the next wee with a reminder option, that would be great."	"702" "Thanks for the great ap, but I was wondering if you could open the date for tasks so we can schedule the tasks for the next wee with a reminder option, that would be great.	3	-2	 "702[0] Thanks[1] for[0] the[0] great[2] app/ap[0] but[0] I[0] was[0] wondering[0] if[0] you[0] could[0] open[0] the[0] date[0] for[0] tasks[0] so[0] we[0] can[0] schedule[0] the[0] tasks[0] for[0] the[0] next[0] wee[-1] with[0] a[0] reminder[0] option[0] that[0] would[0] be[0] great[2] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
"703" "This app is wonderful. I have just installed it but so far everything looks good. Looking forward to see how it will better my crop management. Good work"	"703" "This ap is wonderful.<br> I have just installed it but so far everything looks good.<br> Looking forward to see how it will better my crop management.<br> Good work"	3	-1	 "703[0] This[0] app/ap[0] is[0] wonderful[2] [[Sentence=-1,3=word max, 1-5]] I[0] have[0] just[0] installed[0] it[0] but[0] so[0] far[0] everything[0] looks[0] good[1] [[Sentence=-1,2=word max, 1-5]] Looking[0] forward[0] to[0] see[0] how[0] it[0] will[0] better[0] my[0] crop[0] management[0] [[Sentence=-1,1=word max, 1-5]] Good[1] work[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"704" "A very useful app for managing the farm"	"704" "A very useful ap for managing the farm"	3	-1	 "704[0] A[0] very[0] useful[1][1 LastWordBoosterStrength] app/ap[0] for[0] managing[0] the[0] farm[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"705" "This app is amazing, as for even creating reports, it's super"	"705" "This ap is amazing, as for even creating reports, it's super"	3	-1	 "705[0] This[0] app/ap[0] is[0] amazing[2] as[0] for[0] even[0] creating[0] reports[0] it's[0] super[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"706" "Very elaborate and helpful"	"706" "Very elaborate and helpful"	2	-1	 "706[0] Very[0] elaborate[0] and[0] helpful[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"707" "Great management app"	"707" "Great management ap"	3	-1	 "707[0] Great[2] management[0] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"708" "Very good app , some more development needed in expance categories like Labor attendance and management manpower"	"708" "Very good ap , some more development needed in expance categories like Labor attendance and management manpower"	3	-1	 "708[0] Very[0] good[1][1 LastWordBoosterStrength] app/ap[0] some[0] more[0] development[0] needed[0] in[0] expance[0] categories[0] like[1] Labor[0] attendance[0] and[0] management[0] manpower[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"709" "This is an amazing app. Solves lots of farmers problem and it's easy to use."	"709" "This is an amazing ap.<br> Solves lots of farmers problem and it's easy to use.	3	-2	 "709[0] This[0] is[0] an[0] amazing[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Solves[0] lots[0] of[0] farmers[0] problem[-1] and[0] it's[0] easy[0] to[0] use[0] [[Sentence=-2,1=word max, 1-5]][[[3,-2 max of sentences]]]
"710" "Wonderful app. I love it. It will simplify the way I manage my crops."	"710" "Wonderful ap.<br> I love it.<br> It will simplify the way I manage my crops.	3	-1	 "710[0] Wonderful[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] I[0] love[2] it[0] [[Sentence=-1,3=word max, 1-5]] It[0] will[0] simplify[0] the[0] way[0] I[0] manage[0] my[0] crops[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
"711" "I like this app. Its very simple to use, captures alot of details. Just on point."	"711" "I like this ap.<br> Its very simple to use, captures alot of details.<br> Just on point.	2	-2	 "711[0] I[0] like[1] this[0] app/ap[0] [[Sentence=-1,2=word max, 1-5]] Its[0] very[0] simple[0] to[0] use[0] captures[-1] alot[0] of[0] details[0] [[Sentence=-2,1=word max, 1-5]] Just[0] on[0] point[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
"712" "Very good app with ease of use and it captures most the information about crops and fields management"	"712" "Very good ap with ease of use and it captures most the information about crops and fields management"	3	-2	 "712[0] Very[0] good[1][1 LastWordBoosterStrength] app/ap[0] with[0] ease[0] of[0] use[0] and[0] it[0] captures[-1] most[0] the[0] information[0] about[0] crops[0] and[0] fields[0] management[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
"713" "Good app but I think data backup should not only be available in the premium version."	"713" "Good ap but I think data backup should not only be available in the premium version.	2	-1	 "713[0] Good[1] app/ap[0] but[0] I[0] think[0] data[0] backup[0] should[0] not[0] only[0] be[0] available[0] in[0] the[0] premium[0] version[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"714" "Hi it would have been nice to have notes section like my farmers wallet . Otherwise great stuff"	"714" "Hi it would have been nice to have notes section like my farmers wallet .<br> Otherwise great stuff"	3	-1	 "714[0] Hi[0] it[0] would[0] have[0] been[0] nice[1] to[0] have[0] notes[0] section[0] like[1] my[0] farmers[0] wallet[0] [[Sentence=-1,2=word max, 1-5]] Otherwise[0] great[2] stuff[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"715" "The app is user friendly and scalable. Farmers problems solved."	"715" "The ap is user friendly and scalable.<br> Farmers problems solved.	2	-2	 "715[0] The[0] app/ap[0] is[0] user[0] friendly[1] and[0] scalable[0] [[Sentence=-1,2=word max, 1-5]] Farmers[0] problems[-1] solved[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
"716" "Good app with most basic features required to run a farm"	"716" "Good ap with most basic features required to run a farm"	2	-1	 "716[0] Good[1] app/ap[0] with[0] most[0] basic[0] features[0] required[0] to[0] run[0] a[0] farm[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"717" "God bless you for saving my time  U 2764  U FE0F "	"717" "God bless you for saving my time  U 2764  U FE0F "	2	-1	 "717[0] God[0] bless[1] you[0] for[0] saving[0] my[0] time[0] U[0] 2764[0] U[0] FE0F[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"718" "All the crop apps I have tried nothing comes to close as great as this one  U 0001F60A "	"718" "All the crop apps I have tried nothing comes to close as great as this one  U 001F60A "	3	-1	 "718[0] All[0] the[0] crop[0] apps[0] I[0] have[0] tried[0] nothing[0] comes[0] to[0] close[0] as[0] great[2] as[0] this[0] one[0] U[0] 0001F60A/001F60A[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"719" "I am not able to attach expenses to the different farms I have within the app"	"719" "I am not able to attach expenses to the different farms I have within the ap"	1	-1	 "719[0] I[0] am[0] not[0] able[0] to[0] attach[0] expenses[0] to[0] the[0] different[0] farms[0] I[0] have[0] within[0] the[0] app/ap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"720" "Was okay thanks nothing special"	"720" "Was okay thanks nothing special"	2	-1	 "720[0] Was[0] okay[0] thanks[1] nothing[0] special[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"721" "It's simple and easy to use."	"721" "It's simple and easy to use.	1	-1	 "721[0] It's[0] simple[0] and[0] easy[0] to[0] use[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"722" "Thank you for this. Am glad I found this app. Keep up the good work"	"722" "Thank you for this.<br> Am glad I found this ap.<br> Keep up the good work"	2	-1	 "722[0] Thank[1] you[0] for[0] this[0] [[Sentence=-1,2=word max, 1-5]] Am[0] glad[1] I[0] found[0] this[0] app/ap[0] [[Sentence=-1,2=word max, 1-5]] Keep[0] up[0] the[0] good[1] work[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"723" "I love this app. Few of these, been looking for something exactly as this. Thank you"	"723" "I love this ap.<br> Few of these, been looking for something exactly as this.<br> Thank you"	3	-1	 "723[0] I[0] love[2] this[0] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Few[0] of[0] these[0] been[0] looking[0] for[0] something[0] exactly[0] as[0] this[0] [[Sentence=-1,1=word max, 1-5]] Thank[1] you[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"724" "It's great this app will help me in a number of things regarding production."	"724" "It's great this ap will help me in a number of things regarding production.	3	-1	 "724[0] It's[0] great[2] this[0] app/ap[0] will[0] help[0] me[0] in[0] a[0] number[0] of[0] things[0] regarding[0] production[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"725" "It works absolutely well. I do recommend it"	"725" "It works absolutely well.<br> I do recommend it"	1	-1	 "725[0] It[0] works[0] absolutely[0] well[0] [[Sentence=-1,1=word max, 1-5]] I[0] do[0] recommend[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"726" "It's a good app. it works well"	"726" "It's a good ap.<br> it works well"	2	-1	 "726[0] It's[0] a[0] good[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]] it[0] works[0] well[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
"727" "Wonderful app. Thank you again Bivatec"	"727" "Wonderful ap.<br> Thank you again Bivatec"	3	-1	 "727[0] Wonderful[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Thank[1] you[0] again[0] Bivatec[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"728" "Great app . Thanks bivatec"	"728" "Great ap .<br> Thanks bivatec"	3	-1	 "728[0] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]] Thanks[1] bivatec[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
"729" "Can enter historical activity but cant input future plans"	"729" "Can enter historical activity but cant input future plans"	1	-1	 "729[0] Can[0] enter[0] historical[0] activity[0] but[0] cant[0] input[0] future[0] plans[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"730" "This is a great app thank"	"730" "This is a great ap thank"	3	-1	 "730[0] This[0] is[0] a[0] great[2] app/ap[0] thank[1] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"731" "Its useful to me thank you"	"731" "Its useful to me thank you"	2	-1	 "731[0] Its[0] useful[1] to[0] me[0] thank[1] you[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"732" "Very nice application"	"732" "Very nice application"	3	-1	 "732[0] Very[0] nice[1][1 LastWordBoosterStrength] application[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"733" "Its a promising applications to help farmers in Uganda"	"733" "Its a promising applications to help farmers in Uganda"	2	-1	 "733[0] Its[0] a[0] promising[1] applications[0] to[0] help[0] farmers[0] in[0] Uganda[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"734" "Amazing app  U 0001F4A5  U 0001F4A5  U 0001F4A5  U 0001F4A5 "	"734" "Amazing ap  U 001F4A5  U 001F4A5  U 001F4A5  U 001F4A5 "	3	-1	 "734[0] Amazing[2] app/ap[0] U[0] 0001F4A5/001F4A5[0] U[0] 0001F4A5/001F4A5[0] U[0] 0001F4A5/001F4A5[0] U[0] 0001F4A5/001F4A5[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"735" "Very helpful"	"735" "Very helpful"	3	-1	 "735[0] Very[0] helpful[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"736" "Very useful"	"736" "Very useful"	3	-1	 "736[0] Very[0] useful[1][1 LastWordBoosterStrength] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"737" "Exceptional app"	"737" "Exceptional ap"	1	-1	 "737[0] Exceptional[0] app/ap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"738" "Great app"	"738" "Great ap"	3	-1	 "738[0] Great[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"739" "Still learning"	"739" "Still learning"	1	-1	 "739[0] Still[0] learning[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
"740" "Its helpful"	"740" "Its helpful"	2	-1	 "740[0] Its[0] helpful[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"741" "Wonderful app"	"741" "Wonderful ap"	3	-1	 "741[0] Wonderful[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"742" "Great"	"742" "Great"	3	-1	 "742[0] Great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"743" "Nice app"	"743" "Nice ap"	2	-1	 "743[0] Nice[1] app/ap[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
"744" "Excellent"	"744" "Excellent"	4	-1	 "744[0] Excellent[3] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
"745" "Wonderful app"	"745" "Wonderful ap"	3	-1	 "745[0] Wonderful[2] app/ap[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
"746" "Dear support, i meant adding a feature that can help we farmers to generate an expense report for a given plant. For instance, i have planted Onion and tomatoes in Field A. It's not possible to get a report for each crop because the app at the moment gives me the option to generate report for the field."	"746" "Dear support, i meant adding a feature that can help we farmers to generate an expense report for a given plant.<br> For instance, i have planted Onion and tomatoes in Field A.<br> It's not possible to get a report for each crop because the ap at the moment gives me the option to generate report for the field.	2	-2	 "746[0] Dear[1] support[1] i[0] meant[0] adding[0] a[0] feature[0] that[0] can[0] help[0] we[0] farmers[0] to[0] generate[0] an[0] expense[-1] report[0] for[0] a[0] given[0] plant[0] [[Sentence=-2,2=word max, 1-5]] For[0] instance[0] i[0] have[0] planted[0] Onion[0] and[0] tomatoes[0] in[0] Field[0] A[0] [[Sentence=-1,1=word max, 1-5]] It's[0] not[0] possible[0] to[0] get[0] a[0] report[0] for[0] each[0] crop[0] because[0] the[0] app/ap[0] at[0] the[0] moment[0] gives[0] me[0] the[0] option[0] to[0] generate[0] report[0] for[0] the[0] field[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
"747" "Boom"	"747" "Boom"	1	-1	 "747[0] Boom[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
